year,month,region,province,thai_visitors,foreign_visitors,income_from_thai_visitors,income_from_foreign_visitors
2563,กรกฎาคม,ภาคใต้,ภูเก็ต,75845.00,341.00,784.03,6.09
2563,กรกฎาคม,ภาคใต้,พัทลุง,66918.00,0.00,168.64,0.00
2563,กรกฎาคม,ภาคใต้,ตรัง,40841.00,0.00,225.69,0.00
2563,กรกฎาคม,ภาคใต้,ระนอง,25423.00,0.00,117.44,0.00
2563,กรกฎาคม,ภาคใต้,ชุมพร,78926.00,0.00,321.99,0.00
2563,กรกฎาคม,ภาคใต้,ปัตตานี,5723.00,0.00,22.52,0.00
2563,กรกฎาคม,ภาคใต้,ยะลา,11438.00,0.00,39.64,0.00
2563,กรกฎาคม,ภาคใต้,นครศรีธรรมราช,225755.00,0.00,599.30,0.00
2563,กรกฎาคม,ภาคใต้,นราธิวาส,9596.00,0.00,37.33,0.00
2563,กรกฎาคม,ภาคใต้,กระบี่,44913.00,132.00,608.93,1.88
2563,กรกฎาคม,ภาคใต้,สงขลา,344180.00,167.00,2226.72,1.72
2563,กรกฎาคม,ภาคใต้,พังงา,33731.00,833.00,114.91,11.37
2563,กรกฎาคม,ภาคใต้,สุราษฎร์ธานี,104122.00,7917.00,607.43,144.59
2563,กรกฎาคม,ภาคใต้,สตูล,50929.00,105.00,159.54,0.32
2563,กรกฎาคม,ภาคเหนือ,กำแพงเพชร,33510.00,117.00,54.42,0.12
2563,กรกฎาคม,ภาคเหนือ,เชียงราย,146320.00,1037.00,865.52,5.05
2563,กรกฎาคม,ภาคเหนือ,เชียงใหม่,401316.00,2509.00,2958.86,16.04
2563,กรกฎาคม,ภาคเหนือ,พิจิตร,45379.00,0.00,53.08,0.00
2563,กรกฎาคม,ภาคเหนือ,นครสวรรค์,70848.00,382.00,124.02,0.60
2563,กรกฎาคม,ภาคเหนือ,ตาก,92322.00,144.00,264.24,0.23
2563,กรกฎาคม,ภาคเหนือ,พิษณุโลก,147263.00,221.00,291.78,0.49
2563,กรกฎาคม,ภาคเหนือ,พะเยา,33504.00,285.00,68.41,0.37
2563,กรกฎาคม,ภาคเหนือ,เพชรบูรณ์,105382.00,626.00,249.81,1.89
2563,กรกฎาคม,ภาคเหนือ,แพร่,40449.00,0.00,65.90,0.00
2563,กรกฎาคม,ภาคเหนือ,ลำปาง,59721.00,937.00,160.06,3.15
2563,กรกฎาคม,ภาคเหนือ,ลำพูน,60169.00,667.00,58.00,0.67
2563,กรกฎาคม,ภาคเหนือ,แม่ฮ่องสอน,23295.00,598.00,77.34,3.02
2563,กรกฎาคม,ภาคเหนือ,อุตรดิตถ์,53805.00,0.00,98.91,0.00
2563,กรกฎาคม,ภาคเหนือ,อุทัยธานี,37828.00,0.00,58.24,0.00
2563,กรกฎาคม,ภาคเหนือ,สุโขทัย,55281.00,1107.00,96.53,2.67
2563,กรกฎาคม,ภาคเหนือ,น่าน,41288.00,53.00,86.74,0.13
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,39629.00,0.00,47.79,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,214340.00,0.00,670.26,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,95381.00,0.00,77.99,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,นครพนม,52162.00,0.00,83.11,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,533779.00,0.00,1259.37,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,70976.00,0.00,110.66,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,42096.00,0.00,42.91,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,35603.00,0.00,56.12,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,47257.00,0.00,68.37,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,เลย,95372.00,6.00,163.60,0.03
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,69681.00,0.00,68.03,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,55286.00,0.00,92.27,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,หนองคาย,85296.00,0.00,184.92,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,25969.00,0.00,40.72,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,193043.00,0.00,503.69,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,98066.00,0.00,200.11,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,สกลนคร,39995.00,0.00,41.47,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,ยโสธร,24375.00,0.00,21.37,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,9355.00,0.00,8.54,0.00
2563,กรกฎาคม,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,13453.00,0.00,12.84,0.00
2563,สิงหาคม,ภาคกลาง,กรุงเทพมหานคร,1749507.00,49694.00,14263.35,1013.16
2563,สิงหาคม,ภาคกลาง,ลพบุรี,151468.00,0.00,163.29,0.00
2563,สิงหาคม,ภาคกลาง,พระนครศรีอยุธยา,397058.00,174.00,508.78,0.26
2563,สิงหาคม,ภาคกลาง,สระบุรี,137302.00,0.00,132.17,0.00
2563,สิงหาคม,ภาคกลาง,ชัยนาท,33572.00,0.00,40.37,0.00
2563,สิงหาคม,ภาคกลาง,นครปฐม,171185.00,0.00,190.38,0.00
2563,สิงหาคม,ภาคกลาง,สิงห์บุรี,22555.00,0.00,28.17,0.00
2563,สิงหาคม,ภาคกลาง,อ่างทอง,23777.00,0.00,21.25,0.00
2563,สิงหาคม,ภาคกลาง,นนทบุรี,129875.00,129.00,138.20,0.15
2563,สิงหาคม,ภาคกลาง,ปทุมธานี,47798.00,0.00,46.18,0.00
2563,สิงหาคม,ภาคกลาง,สมุทรปราการ,73284.00,0.00,87.82,0.00
2563,สิงหาคม,ภาคกลาง,สมุทรสาคร,42363.00,0.00,41.25,0.00
2563,สิงหาคม,ภาคกลาง,ฉะเชิงเทรา,232378.00,0.00,285.46,0.00
2563,สิงหาคม,ภาคตะวันตก,ราชบุรี,164461.00,0.00,243.39,0.00
2563,สิงหาคม,ภาคตะวันตก,กาญจนบุรี,639769.00,205.00,1279.44,1.54
2563,สิงหาคม,ภาคตะวันตก,สมุทรสงคราม,106969.00,0.00,126.47,0.00
2563,สิงหาคม,ภาคตะวันตก,สุพรรณบุรี,122193.00,0.00,154.50,0.00
2563,สิงหาคม,ภาคตะวันตก,เพชรบุรี,563440.00,194.00,1373.90,2.27
2563,สิงหาคม,ภาคตะวันตก,ประจวบคีรีขันธ์,429965.00,228.00,1372.99,3.64
2563,สิงหาคม,ภาคตะวันออก,ชลบุรี,563924.00,10410.00,2216.56,148.55
2563,สิงหาคม,ภาคตะวันออก,จันทบุรี,91373.00,0.00,255.47,0.00
2563,สิงหาคม,ภาคตะวันออก,ตราด,101242.00,151.00,590.71,2.37
2563,สิงหาคม,ภาคตะวันออก,นครนายก,226425.00,0.00,323.81,0.00
2563,สิงหาคม,ภาคตะวันออก,ปราจีนบุรี,78973.00,20.00,196.87,0.11
2563,สิงหาคม,ภาคตะวันออก,ระยอง,208281.00,0.00,697.83,0.00
2563,สิงหาคม,ภาคตะวันออก,สระแก้ว,98646.00,0.00,263.94,0.00
2563,สิงหาคม,ภาคใต้,ภูเก็ต,104275.00,545.00,970.13,9.44
2563,สิงหาคม,ภาคใต้,พัทลุง,66219.00,0.00,150.19,0.00
2563,สิงหาคม,ภาคใต้,ตรัง,38227.00,0.00,190.12,0.00
2563,สิงหาคม,ภาคใต้,ระนอง,24734.00,0.00,102.83,0.00
2563,สิงหาคม,ภาคใต้,ชุมพร,71639.00,0.00,263.04,0.00
2563,สิงหาคม,ภาคใต้,ปัตตานี,8944.00,0.00,31.68,0.00
2563,สิงหาคม,ภาคใต้,ยะลา,13742.00,0.00,42.86,0.00
2563,สิงหาคม,ภาคใต้,นครศรีธรรมราช,212456.00,0.00,507.60,0.00
2563,สิงหาคม,ภาคใต้,นราธิวาส,9929.00,0.00,34.76,0.00
2563,สิงหาคม,ภาคใต้,กระบี่,53493.00,98.00,652.73,1.13
2563,สิงหาคม,ภาคใต้,สงขลา,287163.00,283.00,1672.06,1.54
2563,สิงหาคม,ภาคใต้,พังงา,38396.00,494.00,124.26,8.03
2563,สิงหาคม,ภาคใต้,สุราษฎร์ธานี,115899.00,7934.00,642.33,139.45
2563,สิงหาคม,ภาคใต้,สตูล,51924.00,92.00,146.39,0.34
2563,สิงหาคม,ภาคเหนือ,กำแพงเพชร,30898.00,96.00,45.16,0.10
2563,สิงหาคม,ภาคเหนือ,เชียงราย,142504.00,1103.00,758.65,7.70
2563,สิงหาคม,ภาคเหนือ,เชียงใหม่,373329.00,2637.00,2477.26,18.18
2563,สิงหาคม,ภาคเหนือ,พิจิตร,43919.00,0.00,48.80,0.00
2563,สิงหาคม,ภาคเหนือ,นครสวรรค์,68216.00,312.00,113.44,0.47
2563,สิงหาคม,ภาคเหนือ,ตาก,85857.00,132.00,233.45,0.23
2563,สิงหาคม,ภาคเหนือ,พิษณุโลก,139408.00,168.00,262.41,0.38
2563,สิงหาคม,ภาคเหนือ,พะเยา,33518.00,196.00,65.02,0.25
2563,สิงหาคม,ภาคเหนือ,เพชรบูรณ์,96132.00,508.00,216.49,1.59
2563,สิงหาคม,ภาคเหนือ,แพร่,35156.00,0.00,54.41,0.00
2563,สิงหาคม,ภาคเหนือ,ลำปาง,58758.00,772.00,149.61,2.00
2563,สิงหาคม,ภาคเหนือ,ลำพูน,54189.00,533.00,49.62,0.51
2563,สิงหาคม,ภาคเหนือ,แม่ฮ่องสอน,24342.00,668.00,76.78,3.37
2563,สิงหาคม,ภาคเหนือ,อุตรดิตถ์,49910.00,0.00,82.57,0.00
2563,สิงหาคม,ภาคเหนือ,อุทัยธานี,34667.00,0.00,48.04,0.00
2563,สิงหาคม,ภาคเหนือ,สุโขทัย,47298.00,913.00,74.33,2.25
2563,สิงหาคม,ภาคเหนือ,น่าน,37341.00,73.00,70.60,0.18
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,40650.00,0.00,44.12,0.00
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,241357.00,76.00,679.27,0.28
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,77766.00,0.00,57.23,0.00
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,นครพนม,63275.00,94.00,90.73,0.30
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,565721.00,1833.00,1201.26,8.96
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,84125.00,73.00,118.04,0.15
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,47184.00,0.00,43.29,0.00
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,55015.00,0.00,78.05,0.00
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,61782.00,0.00,80.45,0.00
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,เลย,113073.00,60.00,174.57,0.16
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,70126.00,0.00,61.62,0.00
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,65905.00,46.00,98.99,0.12
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,หนองคาย,104431.00,126.00,203.76,0.42
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,26978.00,6.00,38.07,0.02
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,232397.00,169.00,545.74,0.56
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,105260.00,41.00,193.31,0.16
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,สกลนคร,85406.00,70.00,79.70,0.12
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,ยโสธร,28076.00,0.00,22.15,0.00
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,10571.00,0.00,8.69,0.00
2563,สิงหาคม,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,13440.00,5.00,11.54,0.01
2563,กันยายน,ภาคกลาง,กรุงเทพมหานคร,1728642.00,53809.00,14106.67,958.81
2563,กันยายน,ภาคกลาง,ลพบุรี,159385.00,94.00,172.49,0.12
2563,กันยายน,ภาคกลาง,พระนครศรีอยุธยา,405311.00,414.00,522.76,0.87
2563,กันยายน,ภาคกลาง,สระบุรี,145325.00,0.00,144.92,0.00
2563,กันยายน,ภาคกลาง,ชัยนาท,38038.00,0.00,45.83,0.00
2563,กันยายน,ภาคกลาง,นครปฐม,182105.00,150.00,219.07,0.24
2563,กันยายน,ภาคกลาง,สิงห์บุรี,21157.00,0.00,27.23,0.00
2563,กันยายน,ภาคกลาง,อ่างทอง,29486.00,0.00,29.17,0.00
2563,กันยายน,ภาคกลาง,นนทบุรี,121052.00,0.00,128.87,0.00
2563,กันยายน,ภาคกลาง,ปทุมธานี,49557.00,0.00,49.95,0.00
2563,กันยายน,ภาคกลาง,สมุทรปราการ,85852.00,0.00,109.14,0.00
2563,กันยายน,ภาคกลาง,สมุทรสาคร,45916.00,81.00,46.68,0.09
2563,กันยายน,ภาคกลาง,ฉะเชิงเทรา,239966.00,8.00,320.75,0.01
2563,กันยายน,ภาคตะวันตก,ราชบุรี,158522.00,0.00,234.97,0.00
2563,กันยายน,ภาคตะวันตก,กาญจนบุรี,685821.00,193.00,1385.42,1.23
2563,กันยายน,ภาคตะวันตก,สมุทรสงคราม,107171.00,0.00,127.17,0.00
2563,กันยายน,ภาคตะวันตก,สุพรรณบุรี,122385.00,1358.00,154.47,3.24
2563,กันยายน,ภาคตะวันตก,เพชรบุรี,533799.00,434.00,1283.98,5.08
2563,กันยายน,ภาคตะวันตก,ประจวบคีรีขันธ์,369585.00,249.00,1165.13,3.97
2563,กันยายน,ภาคตะวันออก,ชลบุรี,565294.00,10711.00,2248.62,112.09
2563,กันยายน,ภาคตะวันออก,จันทบุรี,94781.00,0.00,261.74,0.00
2563,กันยายน,ภาคตะวันออก,ตราด,90161.00,167.00,529.11,2.34
2563,กันยายน,ภาคตะวันออก,นครนายก,227497.00,0.00,395.19,0.00
2563,กันยายน,ภาคตะวันออก,ปราจีนบุรี,81627.00,0.00,227.68,0.00
2563,กันยายน,ภาคตะวันออก,ระยอง,216172.00,0.00,787.22,0.00
2563,กันยายน,ภาคตะวันออก,สระแก้ว,89981.00,0.00,265.14,0.00
2563,กันยายน,ภาคใต้,ภูเก็ต,161848.00,475.00,1541.20,10.50
2563,กันยายน,ภาคใต้,พัทลุง,69178.00,0.00,187.32,0.00
2563,กันยายน,ภาคใต้,ตรัง,42573.00,0.00,243.62,0.00
2563,กันยายน,ภาคใต้,ระนอง,25234.00,0.00,96.03,0.00
2563,กันยายน,ภาคใต้,ชุมพร,61950.00,0.00,229.24,0.00
2563,กันยายน,ภาคใต้,ปัตตานี,9424.00,0.00,39.87,0.00
2563,กันยายน,ภาคใต้,ยะลา,15621.00,0.00,55.42,0.00
2563,กันยายน,ภาคใต้,นครศรีธรรมราช,299277.00,0.00,1057.64,0.00
2563,กันยายน,ภาคใต้,นราธิวาส,12024.00,0.00,48.79,0.00
2563,กันยายน,ภาคใต้,กระบี่,47814.00,982.00,544.15,12.40
2563,กันยายน,ภาคใต้,สงขลา,300162.00,225.00,1937.76,1.60
2563,กันยายน,ภาคใต้,พังงา,50809.00,256.00,179.64,2.49
2563,กันยายน,ภาคใต้,สุราษฎร์ธานี,124749.00,5824.00,699.47,55.58
2563,กันยายน,ภาคใต้,สตูล,60431.00,72.00,182.19,0.19
2563,กันยายน,ภาคเหนือ,กำแพงเพชร,33666.00,117.00,51.72,0.12
2563,กันยายน,ภาคเหนือ,เชียงราย,150494.00,904.00,971.71,6.01
2563,กันยายน,ภาคเหนือ,เชียงใหม่,326939.00,4074.00,2427.37,28.88
2563,กันยายน,ภาคเหนือ,พิจิตร,48874.00,0.00,62.91,0.00
2563,กันยายน,ภาคเหนือ,นครสวรรค์,71550.00,253.00,127.92,0.38
2563,กันยายน,ภาคเหนือ,ตาก,82645.00,110.00,248.69,0.18
2563,กันยายน,ภาคเหนือ,พิษณุโลก,150418.00,256.00,302.29,0.59
2563,กันยายน,ภาคเหนือ,พะเยา,33154.00,214.00,70.31,0.26
2563,กันยายน,ภาคเหนือ,เพชรบูรณ์,98654.00,450.00,226.85,1.33
2563,กันยายน,ภาคเหนือ,แพร่,38684.00,0.00,65.22,0.00
2563,กันยายน,ภาคเหนือ,ลำปาง,66585.00,793.00,183.87,1.96
2563,กันยายน,ภาคเหนือ,ลำพูน,56998.00,452.00,57.23,0.43
2563,กันยายน,ภาคเหนือ,แม่ฮ่องสอน,25225.00,720.00,96.27,3.78
2563,กันยายน,ภาคเหนือ,อุตรดิตถ์,50455.00,0.00,96.87,0.00
2563,กันยายน,ภาคเหนือ,อุทัยธานี,37596.00,0.00,57.77,0.00
2563,กันยายน,ภาคเหนือ,สุโขทัย,50439.00,139.00,91.15,0.35
2563,กันยายน,ภาคเหนือ,น่าน,39330.00,23.00,80.07,0.08
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,42973.00,0.00,51.66,0.00
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,244002.00,81.00,757.80,0.32
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,89038.00,0.00,71.16,0.00
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,นครพนม,62889.00,65.00,100.10,0.21
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,559625.00,1376.00,1195.90,6.44
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,85339.00,43.00,133.61,0.11
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,43933.00,0.00,47.41,0.00
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,56654.00,0.00,89.50,0.00
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,56781.00,0.00,77.26,0.00
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,เลย,112474.00,63.00,168.09,0.18
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,77843.00,0.00,75.38,0.00
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,67551.00,38.00,99.96,0.09
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,หนองคาย,100168.00,119.00,193.33,0.36
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,28872.00,14.00,43.27,0.03
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,223354.00,135.00,606.04,0.45
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,115426.00,74.00,204.00,0.15
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,สกลนคร,87064.00,84.00,141.78,0.12
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,ยโสธร,32711.00,0.00,28.48,0.00
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,11684.00,0.00,10.96,0.00
2563,กันยายน,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,14246.00,35.00,12.27,0.06
2563,ตุลาคม,ภาคกลาง,กรุงเทพมหานคร,1883019.00,56640.00,9467.42,1569.06
2563,ตุลาคม,ภาคกลาง,ลพบุรี,192907.00,86.00,257.04,0.10
2563,ตุลาคม,ภาคกลาง,พระนครศรีอยุธยา,385459.00,437.00,700.64,1.34
2563,ตุลาคม,ภาคกลาง,สระบุรี,263044.00,120.00,392.09,0.14
2563,ตุลาคม,ภาคกลาง,ชัยนาท,44297.00,0.00,61.13,0.00
2563,ตุลาคม,ภาคกลาง,นครปฐม,185228.00,255.00,263.05,0.76
2563,ตุลาคม,ภาคกลาง,สิงห์บุรี,28431.00,0.00,49.07,0.00
2563,ตุลาคม,ภาคกลาง,อ่างทอง,33934.00,0.00,36.24,0.00
2563,ตุลาคม,ภาคกลาง,นนทบุรี,106513.00,53.00,141.15,0.06
2563,ตุลาคม,ภาคกลาง,ปทุมธานี,85682.00,0.00,125.82,0.00
2563,ตุลาคม,ภาคกลาง,สมุทรปราการ,81749.00,141.00,136.27,0.17
2563,ตุลาคม,ภาคกลาง,สมุทรสาคร,50740.00,97.00,76.50,0.10
2563,ตุลาคม,ภาคกลาง,ฉะเชิงเทรา,279159.00,11.00,399.93,0.01
2563,ตุลาคม,ภาคตะวันตก,ราชบุรี,103581.00,89.00,161.42,0.28
2563,ตุลาคม,ภาคตะวันตก,กาญจนบุรี,673069.00,151.00,1495.47,0.91
2563,ตุลาคม,ภาคตะวันตก,สมุทรสงคราม,165173.00,312.00,178.11,0.51
2563,ตุลาคม,ภาคตะวันตก,สุพรรณบุรี,215417.00,263.00,259.14,0.47
2563,ตุลาคม,ภาคตะวันตก,เพชรบุรี,594664.00,554.00,1811.48,4.45
2563,ตุลาคม,ภาคตะวันตก,ประจวบคีรีขันธ์,504646.00,69.00,2155.62,0.80
2563,ตุลาคม,ภาคตะวันออก,ชลบุรี,636378.00,10579.00,3378.32,197.00
2563,ตุลาคม,ภาคตะวันออก,จันทบุรี,139258.00,41.00,411.37,0.18
2563,ตุลาคม,ภาคตะวันออก,ตราด,88304.00,170.00,562.07,2.66
2563,ตุลาคม,ภาคตะวันออก,นครนายก,182243.00,447.00,345.83,1.83
2563,ตุลาคม,ภาคตะวันออก,ปราจีนบุรี,100879.00,43.00,265.90,0.22
2563,ตุลาคม,ภาคตะวันออก,ระยอง,300229.00,55.00,1378.16,0.47
2563,ตุลาคม,ภาคตะวันออก,สระแก้ว,76507.00,0.00,233.99,0.00
2563,ตุลาคม,ภาคใต้,ภูเก็ต,191358.00,890.00,1615.69,29.14
2563,ตุลาคม,ภาคใต้,พัทลุง,94535.00,0.00,153.80,0.00
2563,ตุลาคม,ภาคใต้,ตรัง,58211.00,0.00,250.86,0.00
2563,ตุลาคม,ภาคใต้,ระนอง,26211.00,0.00,75.14,0.00
2563,ตุลาคม,ภาคใต้,ชุมพร,60438.00,0.00,255.50,0.00
2563,ตุลาคม,ภาคใต้,ปัตตานี,10431.00,0.00,32.69,0.00
2563,ตุลาคม,ภาคใต้,ยะลา,79382.00,0.00,215.43,0.00
2563,ตุลาคม,ภาคใต้,นครศรีธรรมราช,285473.00,134.00,1113.80,0.74
2563,ตุลาคม,ภาคใต้,นราธิวาส,12772.00,0.00,39.65,0.00
2563,ตุลาคม,ภาคใต้,กระบี่,73288.00,975.00,924.08,14.23
2563,ตุลาคม,ภาคใต้,สงขลา,254216.00,312.00,1561.56,2.31
2563,ตุลาคม,ภาคใต้,พังงา,75545.00,812.00,266.98,8.25
2563,ตุลาคม,ภาคใต้,สุราษฎร์ธานี,140210.00,3875.00,803.31,47.18
2563,ตุลาคม,ภาคใต้,สตูล,76676.00,89.00,338.70,0.40
2563,ตุลาคม,ภาคเหนือ,กำแพงเพชร,57482.00,170.00,109.97,0.27
2563,ตุลาคม,ภาคเหนือ,เชียงราย,218035.00,1219.00,1562.54,9.12
2563,ตุลาคม,ภาคเหนือ,เชียงใหม่,681314.00,4973.00,4866.56,32.24
2563,ตุลาคม,ภาคเหนือ,พิจิตร,51451.00,0.00,89.29,0.00
2563,ตุลาคม,ภาคเหนือ,นครสวรรค์,101115.00,200.00,225.14,0.70
2563,ตุลาคม,ภาคเหนือ,ตาก,127924.00,139.00,401.27,0.62
2563,ตุลาคม,ภาคเหนือ,พิษณุโลก,183777.00,355.00,499.27,0.99
2563,ตุลาคม,ภาคเหนือ,พะเยา,43622.00,249.00,97.40,0.47
2563,ตุลาคม,ภาคเหนือ,เพชรบูรณ์,153708.00,664.00,441.46,1.75
2563,ตุลาคม,ภาคเหนือ,แพร่,50003.00,0.00,95.04,0.00
2563,ตุลาคม,ภาคเหนือ,ลำปาง,106715.00,1110.00,310.62,4.96
2563,ตุลาคม,ภาคเหนือ,ลำพูน,80886.00,538.00,109.08,0.76
2563,ตุลาคม,ภาคเหนือ,แม่ฮ่องสอน,69153.00,737.00,273.14,3.81
2563,ตุลาคม,ภาคเหนือ,อุตรดิตถ์,63381.00,0.00,105.38,0.00
2563,ตุลาคม,ภาคเหนือ,อุทัยธานี,52004.00,0.00,88.66,0.00
2563,ตุลาคม,ภาคเหนือ,สุโขทัย,97042.00,1122.00,295.71,2.79
2563,ตุลาคม,ภาคเหนือ,น่าน,79137.00,101.00,165.22,0.58
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,36885.00,0.00,51.08,0.00
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,312411.00,59.00,913.94,0.23
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,79812.00,0.00,108.71,0.00
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,นครพนม,84878.00,94.00,123.60,0.29
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,592567.00,1629.00,1177.54,6.42
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,102761.00,47.00,214.34,0.46
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,57995.00,0.00,79.38,0.00
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,82545.00,0.00,117.39,0.00
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,82471.00,0.00,108.98,0.00
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,เลย,203075.00,85.00,328.14,0.30
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,62950.00,0.00,81.67,0.00
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,76937.00,48.00,160.51,0.10
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,หนองคาย,155152.00,127.00,253.43,0.37
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,42775.00,26.00,59.22,0.04
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,295516.00,202.00,725.18,0.64
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,164682.00,72.00,250.34,0.16
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,สกลนคร,154469.00,102.00,216.69,0.19
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,ยโสธร,32081.00,0.00,32.20,0.00
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,21185.00,0.00,30.26,0.00
2563,ตุลาคม,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,22632.00,25.00,19.31,0.03
2563,พฤศจิกายน,ภาคกลาง,กรุงเทพมหานคร,2291268.00,72928.00,11988.41,2021.22
2563,พฤศจิกายน,ภาคกลาง,ลพบุรี,249716.00,164.00,335.93,0.24
