year,month,region,province,thai_visitors,foreign_visitors,income_from_thai_visitors,income_from_foreign_visitors
2564,กุมภาพันธ์,ภาคตะวันออกเฉียงเหนือ,สกลนคร,67290.00,55.00,122.61,0.11
2564,กุมภาพันธ์,ภาคตะวันออกเฉียงเหนือ,ยโสธร,30121.00,0.00,31.56,0.00
2564,กุมภาพันธ์,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,18061.00,0.00,26.25,0.00
2564,กุมภาพันธ์,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,7367.00,0.00,6.01,0.00
2564,มีนาคม,ภาคกลาง,กรุงเทพมหานคร,1927628.00,58326.00,9845.58,1297.33
2564,มีนาคม,ภาคกลาง,ลพบุรี,145829.00,138.00,193.97,0.17
2564,มีนาคม,ภาคกลาง,พระนครศรีอยุธยา,400981.00,2353.00,768.02,5.06
2564,มีนาคม,ภาคกลาง,สระบุรี,149399.00,164.00,249.40,0.22
2564,มีนาคม,ภาคกลาง,ชัยนาท,53173.00,0.00,74.09,0.00
2564,มีนาคม,ภาคกลาง,นครปฐม,182747.00,61.00,255.38,0.15
2564,มีนาคม,ภาคกลาง,สิงห์บุรี,29344.00,0.00,40.92,0.00
2564,มีนาคม,ภาคกลาง,อ่างทอง,52076.00,0.00,60.38,0.00
2564,มีนาคม,ภาคกลาง,นนทบุรี,91708.00,191.00,120.92,0.24
2564,มีนาคม,ภาคกลาง,ปทุมธานี,64909.00,165.00,67.15,0.42
2564,มีนาคม,ภาคกลาง,สมุทรปราการ,66373.00,270.00,100.59,0.31
2564,มีนาคม,ภาคกลาง,สมุทรสาคร,9164.00,0.00,14.05,0.00
2564,มีนาคม,ภาคกลาง,ฉะเชิงเทรา,86518.00,0.00,96.03,0.00
2564,มีนาคม,ภาคตะวันตก,ราชบุรี,106195.00,15.00,155.98,0.03
2564,มีนาคม,ภาคตะวันตก,กาญจนบุรี,525583.00,248.00,1469.12,0.66
2564,มีนาคม,ภาคตะวันตก,สมุทรสงคราม,141879.00,72.00,150.71,0.21
2564,มีนาคม,ภาคตะวันตก,สุพรรณบุรี,244042.00,46.00,288.67,0.08
2564,มีนาคม,ภาคตะวันตก,เพชรบุรี,638044.00,250.00,1919.27,1.87
2564,มีนาคม,ภาคตะวันตก,ประจวบคีรีขันธ์,327726.00,130.00,1573.95,1.93
2564,มีนาคม,ภาคตะวันออก,ชลบุรี,158940.00,1394.00,746.58,22.19
2564,มีนาคม,ภาคตะวันออก,จันทบุรี,108293.00,92.00,314.45,0.29
2564,มีนาคม,ภาคตะวันออก,ตราด,88255.00,368.00,528.09,5.22
2564,มีนาคม,ภาคตะวันออก,นครนายก,78933.00,0.00,155.23,0.00
2564,มีนาคม,ภาคตะวันออก,ปราจีนบุรี,84968.00,0.00,207.19,0.00
2564,มีนาคม,ภาคตะวันออก,ระยอง,89720.00,248.00,298.47,1.24
2564,มีนาคม,ภาคตะวันออก,สระแก้ว,47454.00,0.00,130.18,0.00
2564,มีนาคม,ภาคใต้,ภูเก็ต,151246.00,1130.00,1541.57,37.48
2564,มีนาคม,ภาคใต้,พัทลุง,84601.00,0.00,134.04,0.00
2564,มีนาคม,ภาคใต้,ตรัง,58164.00,31.00,268.75,0.12
2564,มีนาคม,ภาคใต้,ระนอง,34689.00,60.00,84.07,0.16
2564,มีนาคม,ภาคใต้,ชุมพร,57004.00,18.00,172.42,0.06
2564,มีนาคม,ภาคใต้,ปัตตานี,21056.00,0.00,67.36,0.00
2564,มีนาคม,ภาคใต้,ยะลา,67418.00,0.00,164.04,0.00
2564,มีนาคม,ภาคใต้,นครศรีธรรมราช,190988.00,0.00,670.28,0.00
2564,มีนาคม,ภาคใต้,นราธิวาส,21581.00,0.00,54.83,0.00
2564,มีนาคม,ภาคใต้,กระบี่,65358.00,164.00,819.79,1.95
2564,มีนาคม,ภาคใต้,สงขลา,121035.00,54.00,776.20,0.49
2564,มีนาคม,ภาคใต้,พังงา,137933.00,992.00,517.01,14.29
2564,มีนาคม,ภาคใต้,สุราษฎร์ธานี,90236.00,503.00,485.02,8.21
2564,มีนาคม,ภาคใต้,สตูล,101708.00,55.00,430.89,0.30
2564,มีนาคม,ภาคเหนือ,กำแพงเพชร,37338.00,61.00,65.89,0.11
2564,มีนาคม,ภาคเหนือ,เชียงราย,125368.00,473.00,862.92,5.12
2564,มีนาคม,ภาคเหนือ,เชียงใหม่,382766.00,3518.00,2726.82,30.74
2564,มีนาคม,ภาคเหนือ,พิจิตร,50391.00,0.00,89.58,0.00
2564,มีนาคม,ภาคเหนือ,นครสวรรค์,106117.00,102.00,176.93,0.40
2564,มีนาคม,ภาคเหนือ,ตาก,57297.00,66.00,156.00,0.28
2564,มีนาคม,ภาคเหนือ,พิษณุโลก,130868.00,117.00,280.22,0.32
2564,มีนาคม,ภาคเหนือ,พะเยา,32210.00,110.00,56.05,0.30
2564,มีนาคม,ภาคเหนือ,เพชรบูรณ์,90342.00,302.00,268.90,0.97
2564,มีนาคม,ภาคเหนือ,แพร่,57702.00,134.00,118.86,0.24
2564,มีนาคม,ภาคเหนือ,ลำปาง,84436.00,470.00,231.88,1.85
2564,มีนาคม,ภาคเหนือ,ลำพูน,63919.00,129.00,81.08,0.22
2564,มีนาคม,ภาคเหนือ,แม่ฮ่องสอน,41093.00,453.00,155.40,2.38
2564,มีนาคม,ภาคเหนือ,อุตรดิตถ์,42859.00,0.00,65.20,0.00
2564,มีนาคม,ภาคเหนือ,อุทัยธานี,53332.00,0.00,88.45,0.00
2564,มีนาคม,ภาคเหนือ,สุโขทัย,50413.00,580.00,95.55,1.44
2564,มีนาคม,ภาคเหนือ,น่าน,58539.00,88.00,120.19,0.43
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,43521.00,0.00,58.08,0.00
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,250372.00,85.00,676.30,0.32
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,71852.00,66.00,78.44,0.14
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,นครพนม,62483.00,68.00,96.46,0.12
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,483081.00,1641.00,949.96,4.33
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,186609.00,181.00,389.98,0.34
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,37889.00,0.00,54.34,0.00
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,90384.00,0.00,135.32,0.00
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,69664.00,0.00,101.78,0.00
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,เลย,111441.00,49.00,190.18,0.18
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,67625.00,0.00,92.11,0.00
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,67508.00,32.00,143.64,0.05
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,หนองคาย,127950.00,156.00,211.34,0.23
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,36657.00,0.00,55.79,0.00
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,224917.00,44.00,551.74,0.13
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,163101.00,25.00,249.85,0.05
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,สกลนคร,70778.00,56.00,132.98,0.11
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,ยโสธร,30361.00,0.00,34.36,0.00
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,15940.00,0.00,23.80,0.00
2564,มีนาคม,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,19531.00,0.00,16.52,0.00
2564,เมษายน,ภาคกลาง,กรุงเทพมหานคร,1063854.00,51757.00,6164.50,1137.98
2564,เมษายน,ภาคกลาง,ลพบุรี,54707.00,62.00,69.21,0.07
2564,เมษายน,ภาคกลาง,พระนครศรีอยุธยา,229807.00,742.00,426.65,1.64
2564,เมษายน,ภาคกลาง,สระบุรี,96724.00,115.00,146.74,0.16
2564,เมษายน,ภาคกลาง,ชัยนาท,31521.00,0.00,40.79,0.00
2564,เมษายน,ภาคกลาง,นครปฐม,98268.00,51.00,139.14,0.10
2564,เมษายน,ภาคกลาง,สิงห์บุรี,17847.00,0.00,29.66,0.00
2564,เมษายน,ภาคกลาง,อ่างทอง,35544.00,0.00,38.79,0.00
2564,เมษายน,ภาคกลาง,นนทบุรี,33820.00,125.00,48.36,0.16
2564,เมษายน,ภาคกลาง,ปทุมธานี,17443.00,141.00,19.86,0.36
2564,เมษายน,ภาคกลาง,สมุทรปราการ,27263.00,238.00,48.34,0.27
2564,เมษายน,ภาคกลาง,สมุทรสาคร,6639.00,51.00,10.11,0.06
2564,เมษายน,ภาคกลาง,ฉะเชิงเทรา,29877.00,0.00,41.08,0.00
2564,เมษายน,ภาคตะวันตก,ราชบุรี,42325.00,15.00,60.00,0.03
2564,เมษายน,ภาคตะวันตก,กาญจนบุรี,243308.00,211.00,674.19,0.51
2564,เมษายน,ภาคตะวันตก,สมุทรสงคราม,126314.00,72.00,133.04,0.20
2564,เมษายน,ภาคตะวันตก,สุพรรณบุรี,72907.00,0.00,85.94,0.00
2564,เมษายน,ภาคตะวันตก,เพชรบุรี,385488.00,226.00,1132.08,1.69
2564,เมษายน,ภาคตะวันตก,ประจวบคีรีขันธ์,275243.00,122.00,1331.47,1.67
2564,เมษายน,ภาคตะวันออก,ชลบุรี,155350.00,1042.00,845.21,16.80
2564,เมษายน,ภาคตะวันออก,จันทบุรี,115931.00,70.00,344.88,0.20
2564,เมษายน,ภาคตะวันออก,ตราด,137392.00,224.00,801.46,3.03
2564,เมษายน,ภาคตะวันออก,นครนายก,76708.00,0.00,151.45,0.00
2564,เมษายน,ภาคตะวันออก,ปราจีนบุรี,62857.00,0.00,147.76,0.00
2564,เมษายน,ภาคตะวันออก,ระยอง,101970.00,298.00,467.00,1.43
2564,เมษายน,ภาคตะวันออก,สระแก้ว,23441.00,0.00,59.28,0.00
2564,เมษายน,ภาคใต้,ภูเก็ต,183877.00,1180.00,1986.22,39.04
2564,เมษายน,ภาคใต้,พัทลุง,50714.00,0.00,82.67,0.00
2564,เมษายน,ภาคใต้,ตรัง,40547.00,93.00,197.23,0.35
2564,เมษายน,ภาคใต้,ระนอง,52361.00,161.00,129.32,0.41
2564,เมษายน,ภาคใต้,ชุมพร,60995.00,52.00,179.75,0.17
2564,เมษายน,ภาคใต้,ปัตตานี,11318.00,0.00,37.72,0.00
2564,เมษายน,ภาคใต้,ยะลา,29789.00,0.00,85.40,0.00
2564,เมษายน,ภาคใต้,นครศรีธรรมราช,107604.00,520.00,448.78,1.50
2564,เมษายน,ภาคใต้,นราธิวาส,12366.00,0.00,34.97,0.00
2564,เมษายน,ภาคใต้,กระบี่,99754.00,1010.00,1332.99,11.94
2564,เมษายน,ภาคใต้,สงขลา,69891.00,38.00,475.43,0.34
2564,เมษายน,ภาคใต้,พังงา,130614.00,1639.00,545.13,23.51
2564,เมษายน,ภาคใต้,สุราษฎร์ธานี,65132.00,537.00,371.62,8.71
2564,เมษายน,ภาคใต้,สตูล,72554.00,589.00,323.99,3.14
2564,เมษายน,ภาคเหนือ,กำแพงเพชร,39688.00,81.00,71.53,0.15
2564,เมษายน,ภาคเหนือ,เชียงราย,131542.00,550.00,967.45,6.21
2564,เมษายน,ภาคเหนือ,เชียงใหม่,392204.00,4037.00,2841.26,35.50
2564,เมษายน,ภาคเหนือ,พิจิตร,52325.00,0.00,90.75,0.00
2564,เมษายน,ภาคเหนือ,นครสวรรค์,115001.00,115.00,217.89,0.44
2564,เมษายน,ภาคเหนือ,ตาก,59312.00,73.00,164.81,0.30
2564,เมษายน,ภาคเหนือ,พิษณุโลก,149890.00,139.00,368.92,0.36
2564,เมษายน,ภาคเหนือ,พะเยา,34442.00,99.00,70.01,0.31
2564,เมษายน,ภาคเหนือ,เพชรบูรณ์,94812.00,362.00,286.47,1.09
2564,เมษายน,ภาคเหนือ,แพร่,62067.00,143.00,126.11,0.26
2564,เมษายน,ภาคเหนือ,ลำปาง,87577.00,550.00,249.02,2.04
2564,เมษายน,ภาคเหนือ,ลำพูน,70337.00,185.00,87.40,0.30
2564,เมษายน,ภาคเหนือ,แม่ฮ่องสอน,41573.00,511.00,142.17,2.59
2564,เมษายน,ภาคเหนือ,อุตรดิตถ์,47493.00,0.00,69.11,0.00
2564,เมษายน,ภาคเหนือ,อุทัยธานี,61633.00,0.00,95.56,0.00
2564,เมษายน,ภาคเหนือ,สุโขทัย,55966.00,676.00,131.05,1.63
2564,เมษายน,ภาคเหนือ,น่าน,60465.00,110.00,127.37,0.49
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,12687.00,0.00,16.05,0.00
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,57291.00,63.00,114.22,0.24
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,40512.00,49.00,63.79,0.10
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,นครพนม,27557.00,27.00,40.99,0.04
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,313761.00,921.00,591.00,2.28
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,38860.00,106.00,76.52,0.20
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,12276.00,0.00,17.61,0.00
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,29874.00,0.00,44.28,0.00
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,9529.00,0.00,14.92,0.00
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,เลย,50126.00,22.00,69.49,0.08
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,15523.00,0.00,20.50,0.00
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,23993.00,11.00,49.66,0.02
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,หนองคาย,20864.00,79.00,32.66,0.11
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,5420.00,0.00,7.00,0.00
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,39152.00,20.00,98.68,0.06
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,115317.00,14.00,195.21,0.03
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,สกลนคร,27375.00,15.00,46.49,0.02
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,ยโสธร,23761.00,0.00,26.90,0.00
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,7354.00,0.00,10.99,0.00
2564,เมษายน,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,4947.00,0.00,4.04,0.00
2564,พฤษภาคม,ภาคกลาง,กรุงเทพมหานคร,323907.00,29494.00,1068.55,422.98
2564,พฤษภาคม,ภาคกลาง,ลพบุรี,10510.00,39.00,10.54,0.05
2564,พฤษภาคม,ภาคกลาง,พระนครศรีอยุธยา,61233.00,362.00,89.97,0.64
2564,พฤษภาคม,ภาคกลาง,สระบุรี,17781.00,53.00,21.82,0.06
2564,พฤษภาคม,ภาคกลาง,ชัยนาท,5843.00,0.00,5.78,0.00
2564,พฤษภาคม,ภาคกลาง,นครปฐม,13263.00,16.00,14.93,0.02
2564,พฤษภาคม,ภาคกลาง,สิงห์บุรี,3742.00,0.00,4.95,0.00
2564,พฤษภาคม,ภาคกลาง,อ่างทอง,2679.00,0.00,2.18,0.00
2564,พฤษภาคม,ภาคกลาง,นนทบุรี,3613.00,21.00,4.23,0.01
2564,พฤษภาคม,ภาคกลาง,ปทุมธานี,2237.00,28.00,3.99,0.03
2564,พฤษภาคม,ภาคกลาง,สมุทรปราการ,3666.00,78.00,5.47,0.07
2564,พฤษภาคม,ภาคกลาง,สมุทรสาคร,1725.00,0.00,1.93,0.00
2564,พฤษภาคม,ภาคกลาง,ฉะเชิงเทรา,5688.00,0.00,6.02,0.00
2564,พฤษภาคม,ภาคตะวันตก,ราชบุรี,7378.00,0.00,9.23,0.00
2564,พฤษภาคม,ภาคตะวันตก,กาญจนบุรี,37817.00,243.00,84.36,0.52
2564,พฤษภาคม,ภาคตะวันตก,สมุทรสงคราม,13794.00,56.00,16.09,0.15
2564,พฤษภาคม,ภาคตะวันตก,สุพรรณบุรี,12597.00,0.00,15.15,0.00
2564,พฤษภาคม,ภาคตะวันตก,เพชรบุรี,48311.00,191.00,131.96,1.04
2564,พฤษภาคม,ภาคตะวันตก,ประจวบคีรีขันธ์,51734.00,87.00,202.55,1.17
2564,พฤษภาคม,ภาคตะวันออก,ชลบุรี,29153.00,707.00,140.78,5.02
2564,พฤษภาคม,ภาคตะวันออก,จันทบุรี,22275.00,56.00,60.45,0.11
2564,พฤษภาคม,ภาคตะวันออก,ตราด,24970.00,129.00,118.30,1.77
2564,พฤษภาคม,ภาคตะวันออก,นครนายก,7533.00,0.00,11.94,0.00
2564,พฤษภาคม,ภาคตะวันออก,ปราจีนบุรี,5966.00,0.00,11.30,0.00
2564,พฤษภาคม,ภาคตะวันออก,ระยอง,22497.00,213.00,74.84,0.72
2564,พฤษภาคม,ภาคตะวันออก,สระแก้ว,3712.00,0.00,9.20,0.00
2564,พฤษภาคม,ภาคใต้,ภูเก็ต,4766.00,525.00,43.61,11.14
2564,พฤษภาคม,ภาคใต้,พัทลุง,1911.00,0.00,2.57,0.00
2564,พฤษภาคม,ภาคใต้,ตรัง,1786.00,0.00,8.54,0.00
2564,พฤษภาคม,ภาคใต้,ระนอง,1678.00,0.00,4.59,0.00
2564,พฤษภาคม,ภาคใต้,ชุมพร,1501.00,0.00,4.93,0.00
2564,พฤษภาคม,ภาคใต้,ปัตตานี,1288.00,0.00,3.33,0.00
2564,พฤษภาคม,ภาคใต้,ยะลา,2178.00,0.00,4.95,0.00
2564,พฤษภาคม,ภาคใต้,นครศรีธรรมราช,7956.00,0.00,25.02,0.00
2564,พฤษภาคม,ภาคใต้,นราธิวาส,1063.00,0.00,2.42,0.00
2564,พฤษภาคม,ภาคใต้,กระบี่,2082.00,140.00,21.21,1.10
2564,พฤษภาคม,ภาคใต้,สงขลา,2723.00,31.00,15.23,0.19
2564,พฤษภาคม,ภาคใต้,พังงา,8100.00,621.00,31.40,6.00
2564,พฤษภาคม,ภาคใต้,สุราษฎร์ธานี,3408.00,21.00,20.18,0.23
2564,พฤษภาคม,ภาคใต้,สตูล,5489.00,36.00,25.48,0.14
2564,พฤษภาคม,ภาคเหนือ,กำแพงเพชร,8775.00,0.00,9.48,0.00
2564,พฤษภาคม,ภาคเหนือ,เชียงราย,33431.00,346.00,146.72,1.75
2564,พฤษภาคม,ภาคเหนือ,เชียงใหม่,95795.00,2073.00,520.81,11.48
2564,พฤษภาคม,ภาคเหนือ,พิจิตร,7231.00,0.00,10.03,0.00
2564,พฤษภาคม,ภาคเหนือ,นครสวรรค์,21893.00,0.00,41.28,0.00
2564,พฤษภาคม,ภาคเหนือ,ตาก,19115.00,23.00,42.74,0.05
2564,พฤษภาคม,ภาคเหนือ,พิษณุโลก,30433.00,86.00,68.52,0.16
2564,พฤษภาคม,ภาคเหนือ,พะเยา,11122.00,21.00,19.42,0.04
2564,พฤษภาคม,ภาคเหนือ,เพชรบูรณ์,30774.00,0.00,74.68,0.00
2564,พฤษภาคม,ภาคเหนือ,แพร่,7717.00,0.00,12.70,0.00
2564,พฤษภาคม,ภาคเหนือ,ลำปาง,9078.00,403.00,21.44,1.01
2564,พฤษภาคม,ภาคเหนือ,ลำพูน,8482.00,125.00,8.23,0.16
2564,พฤษภาคม,ภาคเหนือ,แม่ฮ่องสอน,12870.00,268.00,33.63,0.86
2564,พฤษภาคม,ภาคเหนือ,อุตรดิตถ์,8216.00,0.00,7.70,0.00
2564,พฤษภาคม,ภาคเหนือ,อุทัยธานี,2668.00,0.00,2.79,0.00
2564,พฤษภาคม,ภาคเหนือ,สุโขทัย,4747.00,122.00,7.39,0.23
2564,พฤษภาคม,ภาคเหนือ,น่าน,6876.00,79.00,10.77,0.16
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,2258.00,0.00,1.85,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,46690.00,39.00,78.51,0.10
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,7725.00,12.00,9.70,0.02
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,นครพนม,4963.00,9.00,5.66,0.02
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,94599.00,556.00,148.79,1.20
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,19899.00,50.00,29.97,0.08
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,4341.00,0.00,4.65,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,6784.00,0.00,7.88,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,6265.00,0.00,5.98,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,เลย,6296.00,7.00,7.95,0.02
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,3439.00,0.00,3.44,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,สุรินทร์,8806.00,0.00,11.57,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,หนองคาย,13246.00,18.00,16.28,0.03
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,2107.00,0.00,2.24,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,11669.00,7.00,22.34,0.02
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,17785.00,0.00,22.87,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,สกลนคร,3867.00,0.00,4.57,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,ยโสธร,952.00,0.00,0.87,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,1140.00,0.00,1.36,0.00
2564,พฤษภาคม,ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,2186.00,0.00,1.43,0.00
2564,มิถุนายน,ภาคกลาง,กรุงเทพมหานคร,230749.00,25873.00,743.11,350.77
2564,มิถุนายน,ภาคกลาง,ลพบุรี,8660.00,41.00,8.39,0.05
2564,มิถุนายน,ภาคกลาง,พระนครศรีอยุธยา,61474.00,371.00,89.78,0.62
2564,มิถุนายน,ภาคกลาง,สระบุรี,14707.00,46.00,17.94,0.05
2564,มิถุนายน,ภาคกลาง,ชัยนาท,5221.00,0.00,5.10,0.00
2564,มิถุนายน,ภาคกลาง,นครปฐม,8744.00,13.00,9.57,0.02
2564,มิถุนายน,ภาคกลาง,สิงห์บุรี,3421.00,0.00,4.44,0.00
2564,มิถุนายน,ภาคกลาง,อ่างทอง,2258.00,0.00,1.80,0.00
2564,มิถุนายน,ภาคกลาง,นนทบุรี,2961.00,18.00,3.45,0.02
2564,มิถุนายน,ภาคกลาง,ปทุมธานี,1645.00,19.00,2.82,0.02
2564,มิถุนายน,ภาคกลาง,สมุทรปราการ,2895.00,61.00,4.24,0.05
2564,มิถุนายน,ภาคกลาง,สมุทรสาคร,1347.00,0.00,1.50,0.00
2564,มิถุนายน,ภาคกลาง,ฉะเชิงเทรา,4415.00,0.00,4.53,0.00
2564,มิถุนายน,ภาคตะวันตก,ราชบุรี,13639.00,0.00,16.44,0.00
2564,มิถุนายน,ภาคตะวันตก,กาญจนบุรี,61077.00,220.00,132.33,0.47
2564,มิถุนายน,ภาคตะวันตก,สมุทรสงคราม,17259.00,56.00,19.90,0.15
2564,มิถุนายน,ภาคตะวันตก,สุพรรณบุรี,20061.00,0.00,23.47,0.00
2564,มิถุนายน,ภาคตะวันตก,เพชรบุรี,41240.00,194.00,108.44,1.22
2564,มิถุนายน,ภาคตะวันตก,ประจวบคีรีขันธ์,36826.00,73.00,137.90,0.80
2564,มิถุนายน,ภาคตะวันออก,ชลบุรี,40719.00,722.00,182.91,5.20
2564,มิถุนายน,ภาคตะวันออก,จันทบุรี,20602.00,85.00,53.63,0.18
2564,มิถุนายน,ภาคตะวันออก,ตราด,19065.00,116.00,86.04,1.53
2564,มิถุนายน,ภาคตะวันออก,นครนายก,4620.00,0.00,7.18,0.00
2564,มิถุนายน,ภาคตะวันออก,ปราจีนบุรี,3921.00,0.00,7.21,0.00
2564,มิถุนายน,ภาคตะวันออก,ระยอง,23094.00,280.00,78.92,0.84
2564,มิถุนายน,ภาคตะวันออก,สระแก้ว,2761.00,0.00,6.53,0.00
2564,มิถุนายน,ภาคใต้,ภูเก็ต,28224.00,553.00,243.12,10.85
2564,มิถุนายน,ภาคใต้,พัทลุง,2836.00,0.00,3.54,0.00
2564,มิถุนายน,ภาคใต้,ตรัง,3134.00,0.00,14.35,0.00
2564,มิถุนายน,ภาคใต้,ระนอง,2092.00,0.00,5.31,0.00
2564,มิถุนายน,ภาคใต้,ชุมพร,2539.00,0.00,8.03,0.00
2564,มิถุนายน,ภาคใต้,ปัตตานี,837.00,0.00,2.00,0.00
2564,มิถุนายน,ภาคใต้,ยะลา,923.00,0.00,1.91,0.00
2564,มิถุนายน,ภาคใต้,นครศรีธรรมราช,9919.00,0.00,29.40,0.00
2564,มิถุนายน,ภาคใต้,นราธิวาส,613.00,0.00,1.26,0.00
2564,มิถุนายน,ภาคใต้,กระบี่,2547.00,114.00,24.23,0.83
2564,มิถุนายน,ภาคใต้,สงขลา,2048.00,23.00,10.61,0.13
2564,มิถุนายน,ภาคใต้,พังงา,5544.00,365.00,19.57,3.24
2564,มิถุนายน,ภาคใต้,สุราษฎร์ธานี,4439.00,17.00,24.72,0.17
2564,มิถุนายน,ภาคใต้,สตูล,3058.00,29.00,13.26,0.11
2564,มิถุนายน,ภาคเหนือ,กำแพงเพชร,7265.00,0.00,6.60,0.00
2564,มิถุนายน,ภาคเหนือ,เชียงราย,26054.00,288.00,110.63,1.41
2564,มิถุนายน,ภาคเหนือ,เชียงใหม่,79438.00,993.00,409.43,5.30
2564,มิถุนายน,ภาคเหนือ,พิจิตร,6377.00,0.00,7.80,0.00
2564,มิถุนายน,ภาคเหนือ,นครสวรรค์,18315.00,0.00,30.30,0.00
2564,มิถุนายน,ภาคเหนือ,ตาก,16539.00,0.00,33.59,0.00
2564,มิถุนายน,ภาคเหนือ,พิษณุโลก,28523.00,65.00,55.61,0.12
2564,มิถุนายน,ภาคเหนือ,พะเยา,8699.00,0.00,13.71,0.00
2564,มิถุนายน,ภาคเหนือ,เพชรบูรณ์,23760.00,0.00,52.24,0.00
2564,มิถุนายน,ภาคเหนือ,แพร่,6005.00,0.00,8.60,0.00
2564,มิถุนายน,ภาคเหนือ,ลำปาง,6564.00,335.00,14.37,0.81
2564,มิถุนายน,ภาคเหนือ,ลำพูน,7171.00,95.00,6.57,0.11
2564,มิถุนายน,ภาคเหนือ,แม่ฮ่องสอน,8391.00,212.00,20.48,0.64
2564,มิถุนายน,ภาคเหนือ,อุตรดิตถ์,7129.00,0.00,6.27,0.00
